CUSTOMER_CODE;CUSTOMER_NAME;CUSTOMER_ADDRESS;DIST_CHANNEL;CHANNEL_NAME;BRANCH_ID;BRANCH_DESC;PHONE1;FAX;CITY;POSTAL_CODE;NPWP;GRUP
984957;AP. DELI PHARMA;JL. DEWI SARTIKA, PASAR KEBON KEMBANG BLOK C NO. 67 - 68 BOGOR;14;Apotek;BGR;BOGOR;;;BOGOR;16126;73.594.147.8-404.000;
560811;AP. BINAR;JL.RADEN PATAH RT.3 RW.3 LEDUG KEMBARAN BMS;14;Apotek;PWK;PURWOKERTO;0281-7925597;;BANYUMAS;53182;24.460.052.4-521.000;
1174200;AP. KHAZANAH FARMA;JL.DR.SOETOMO NO.33B SIDANEGARA CLP;14;Apotek;PWK;PURWOKERTO;;;CILACAP;53223;729496059522000;
188069;AP. SEHAT FARMA;JL.JEND.G.SUBROTO RK.21 SOKARAJA BMS;14;Apotek;PWK;PURWOKERTO;;;BANYUMAS;53181;06.582.159.7.521.001;
960131;AP. INJAYA;JL. RAYA LEMAH DUWUR RT.08 RW.02 ADIWERNA, KAB. TEGAL;14;Apotek;TGL;TEGAL;;;KAB. TEGAL;52194;73.630.516.0-501.000;
918448;AP. MITRA BERSAMA;JL. KH. ABUL HASAN NO.4 SAMARINDA KOTA;14;Apotek;SMD;SAMARINDA;;;SAMARINDA;75111;03.283.112.5-722.000;
976523;AP. ASSYIFA;KOMPLEK RUKO ABI GRAHA NO.AG-15 LOA KULU, TENGGARONG;14;Apotek;SMD;SAMARINDA;;;KUTAI KARTANEGARA;75571;73.717.477.1-728.000;
1032517;KLINIK PRATAMA ENDRA BERSAMA;JL. SLAMET RIYADI RT.41 NO.23 LOKTUAN, BONTANG;72;Klinik;SMD;SAMARINDA;;;BONTANG;75314;68.327.021.9-724.000;
53244;AP. GRIYA WISADA;JL. PERMATA MERUYA I NO. 8;14;Apotek;JK2;JAKARTA-2;;;JAKARTA BARAT;11620;06.179.446.7.086.000;
939423;AP. JUNREJO;JL. DIPONEGORO RT.01 RW.04 NO.225 JUNREJO, BATU - MALANG;14;Apotek;MLG;MALANG;;;BATU;65322;46.706.553.8-657.000;
164321;AP. JJ;JL.MUARA KARANG BLOK D 7 TIMUR NO.95 PLUIT PENJARINGAN;14;Apotek;JK2;JAKARTA-2;;;JAKARTA UTARA;14450;14.224.384.9-047.000;
71654;AP. TONGAN;JL. ADE IRMA SURYANI NO.15 MALANG KOTA;14;Apotek;MLG;MALANG;;;MALANG;65119;08.722.939.9.623.000;
567343;PT. SUMBER ALFARIA TRIJAYA;JL. RAYA SINGOSARI KM 73 - MALANG;49;Mini Market - NKA;MLG;MALANG;;;MALANG;65153;01.336.238.9-054.000;PT. SUMBER ALFARIA
575115;AP. KASIH IBU;JL.KALI ANYAR III, NO.6 RT.003/001,KALI ANYAR TAMBORA;14;Apotek;JK2;JAKARTA-2;;;JAKARTA BARAT;11460;68.848.432.8-033.000;
52729;AP. KARANG ASIH;JL.KH.FUDHOLI RT.001/004 NO.50 KARANG ASIH CIKARANG UTARA;14;Apotek;BKS;BEKASI;;;BEKASI;17530;69.603.356.2-407.000;
70841;AP. KESSY;JL.MARGAHAYU RAYA C85;14;Apotek;BKS;BEKASI;;;BEKASI;17113;09.255.248.8-407.000;
1058713;KLINIK UTAMA MEDISSINA HAURGEULIS;JL. BASUKI RAHMAT NO.7 DS. SUKAJADI KEC. HAURGEULIS KAB. INDRAMAYU;72;Klinik;CRB;CIREBON;;;INDRAMAYU;45264;76.375.734.1-437.000;
305604;AP. SINTA;JL.MOHAMMAD TOHA NO.32 CIREBON;14;Apotek;CRB;CIREBON;;;CIREBON;45121;06.954.203.3-426.000;
951448;PT. TRI SAPTA JAYA;LINGK BINA BARU NO. RT.010 RW.004,;68;Sub Distributor;MTR;MATARAM;;;BIMA;84119;01.305.967.0-007.000;TRI SAPTA JAYA
1216276;AP. RAHMI;JL. UTAMA NO.5 RT.2 RW.6 DADOK TUNGGUL HITAM KOTO TANGAH PADANG;14;Apotek;PDG;PADANG;;;PADANG;25176;95.425.476.9-201.000;
216195;AP. BUDI MULYA;JL.MARKISAH RAYA NO.6-7 PADANG;14;Apotek;PDG;PADANG;;;PADANG;25157;08.095.812.7.201.000;
898846;PT.SUMBER INDAH LESTARI;JL. RAYA INDUSTRI BUNDER KM 12, KP KADU - DESA BUNDER, RT 03 RW 01, BITUNG TANGERANG BANTEN;49;Mini Market - NKA;JK3;JAKARTA-3;;;TANGERANG;15710;31.631.069.7-416.000;PT.SUMBER INDAH LESTARI
971296;AP. JOGLO FARMA;JL. MARIAWATI NO.05 KP. JOGLO RT.01 RW.05 DS. CIBADAK KEC. SUKARESMI KAB. CIANJUR;14;Apotek;SKI;SUKABUMI;;;CIANJUR;43254;07.927.018.7-406.000;
901436;AP. FIRDA FARMA;SILIWANGI NO. 95 CIKARET KEL. SAYANG CIANJUR, CIANJUR;14;Apotek;SKI;SUKABUMI;;;CIANJUR;43213;14.317.882.0.406.000;
987096;AP. RSB MASYITA;JL. CAMBA JAWAYYA NO. 24, KEL. TELLO BARU MKS;14;Apotek;MKS;MAKASSAR;;;MAKASSAR;90233;03.218.349.3-801.000;
958914;AP. ESA;JL. OPU TOSAPPAILE NO. 03 KOTA PALOPO;14;Apotek;MKS;MAKASSAR;;;PALOPO;91922;72.963.556.5-803.000;
914867;TK. ABG;JL. PEMUDA KLATEN TENGAH;17;Toko Kosmetik;SLO;SOLO;;;KLATEN;57411;;
889795;AP. MANDIRI FARMA - CMH;JL. SINGOSARI D-3 MELONG CIMAHI SELATAN;14;Apotek;BDG;BANDUNG;;;CIMAHI;40534;09.339.407.0-421.000;
997173;AP. KASIH;JL.ASKES UI NO.4 RT.04/07, TUGU, CIMANGGIS;14;Apotek;DPK;DEPOK;;;DEPOK;16951;57.138.393.4-412.000;
997298;AP. BAYU;JLN. RUKO CIBUBUR INDAH BLOK A NO.6 LAPANGAN TEMBAK,CIBUBUR,CIRACAS,JAKARTA TIMUR;14;Apotek;DPK;DEPOK;;;JAKARTA TIMUR;13720;06.452.284.0-009-000;
202265;CV. SARWO SANTOSO;JL. RAYA WONOGIRI 203 WONOGIRI;41;Supermarket - LKA;SLO;SOLO;;;SURAKARTA (SOLO);57133;02.036.078.0.532.000;LUWES
991164;AP. PRINGGOLAYAN;JL. PANGERAN WIJIL NO.23 TIPES SERENGAN;14;Apotek;SLO;SOLO;;;SURAKARTA (SOLO);57154;80.972.034.5-526.000;
1016880;PT. BUNDA GLOBAL PHARMA;JLN. MARGONDA RAYA NO. 18A RT. 003  RW.001 PONDOK CINA BEJI KOTA DEPOK JAWA BARAT;11;Pedagang Besar Farmasi;DPK;DEPOK;;;DEPOK;16421;82.448.638.5-448.000;
1070833;AP. K24 MAYOR KUSMANTO;JL. MAYOR KUSMANTO NO. 18 RT 003 RW 004 KLATEN;16;Apotek Chain;SLO;SOLO;;;KLATEN;57438;923351746525000;K-24 GROUP
988097;RS. KASIH IBU;JL. SLAMET RIYADI NO.404 PURWOSARI LAWEYAN;21;RS Swasta;SLO;SOLO;;;SURAKARTA (SOLO);57142;01.515.530.2-526.000;
1015377;RSIA BRAWIJAYA BOJONGSARI;JL.RAYA PARUNG CIPUTAT RT.02 RW.02,BOJONGSARI BARU,BOJONGSARI,DEPOK;21;RS Swasta;DPK;DEPOK;;;DEPOK;16516;03.159.970.7-448.001;
901339;AP. MUTIARA;JL. KH.HASYIM ASHARI NO.35 RT.03 RW.07 CIANJUR;14;Apotek;SKI;SUKABUMI;;;CIANJUR;43212;06.898.664.5.406.000;
1045566;PT. INDOMARCO PRISMATAMA;JL. RAYA PENGGUNG - JATINOM BLENCERAN KARANGANOM;49;Mini Market - NKA;SLO;SOLO;;;KLATEN;57475;01.337.994.6-092.000;INDOMARCO GROUP
950980;AP. BINA SEHAT;POMAH RT.02/01 MOJOSONGO MOJOSONGO;14;Apotek;SLO;SOLO;;;BOYOLALI;57322;14.141.908.5-527.000;
936703;AP. MEGAH TERANG;JL. ARIEF RAHMAN HAKIM NO.147 SHOP 1 SURABAYA;14;Apotek;SB1;SURABAYA-1;;;SURABAYA;60117;35.318.437.7-606.000;
1069707;AP. JOJO SATU;JL. RE MARTADINATA NO13;14;Apotek;PLB;PALEMBANG;;;PALEMBANG;30118;49.997.550.6-301.000;
691001;AP. HOLAU FARMA;JL.BRIGJEND HASAN KASIM NO.35 E BUKIT SANGKAL KALIDONI PALEMBANG PALEMBANG;14;Apotek;PLB;PALEMBANG;0711-812370;;PALEMBANG;30114;08.437.556.7-301.000;
979901;AP. SETIA;JL. SUDIRMAN LINGKUNGAN II NO.18 LAWANGIRUNG WENANG KOTA MANADO SULAWESI UTARA;14;Apotek;MNO;MANADO;;;MANADO;95123;75.855.357.2-821.000;
1192246;AP. EIRENE;KELURAHAN GIRIAN INDAH LINGKUNGAN VI RT.003 KECAMATAN GIRIAN;14;Apotek;MNO;MANADO;;;BITUNG;95511;91.229.020.2-823.000;
958687;AP. OKEY FARMA;JL. NGAGEL REJO KIDUL NO 64 SURABYA;14;Apotek;SB1;SURABAYA-1;;;SURABAYA;60245;07.865.542.0-619.000;
941603;AP CHAIN-APOTEK-K-24 A.H. NASUTION;JL. A.H. NASUTION NO.103 KOMP. NASUTION SQUARE BOULEVARD KAV. 12 KEC. MANDALAJATI KEL. KARANG PAMULA;16;Apotek Chain;BD2;BANDUNG-2;;;BANDUNG;40293;31.381.919.5-423.000;K-24 GROUP
863762;AP. MOYA FARMA;JL. HOS COKROAMINOTO NO. 43 KEL MOJOPANGGUNG KEC GIRI BANYUWANGI;14;Apotek;JBR;JEMBER;;;BANYUWANGI;68425;08.770.376.5-627.000;
1388274;JBR-MM. BASMALAH KLAKAH 2;JL. RAYA KLAKAH KEC. KLAKAH;42;Mini Market - Lokal;JBR;JEMBER;;;LUMAJANG;67356;01.718.648.7.624.000;
1078163;JBR-AP. MEDIC PATILUGU;JL. KOTTA BLATER KM.6 KARANGTEMPLEK RT 002 RW 021;14;Apotek;JBR;JEMBER;;;JEMBER;68172;78.614.833.8-901.000;
229042;RSI. IBNU SINA (YARSI);JL. MELATI NO.60 HARJOSARI, SUKAJADI;21;RS Swasta;PKB;PEKAN BARU;;;PEKANBARU;28156;02.439.647.5-218.000;
487027;AP. ANAK IBU;JL. MR. M. ROEM 14 PASAR JAMBI;14;Apotek;JBI;JAMBI;;;JAMBI;36113;01.999.175.1.331.000;
936390;AP. K-24 KEBONSARI;JL. MANUNGGAL NO. 9 A KEBONSARI SURABAYA;16;Apotek Chain;SB1;SURABAYA-1;;;SURABAYA;60243;03.179.023.1-609.000;K-24 GROUP
1373431;AP. INDOBAT PADANGSAMBIAN;JL TANGKUBAN PERAHU NO107X PADANGSAMBIAN;14;Apotek;DPS;DENPASAR;;;DENPASAR;80117;94.080.077.4-908.000;
1010419;AP. KIMIA FARMA PADANG LUWIH;JL. RAYA PADANG LUWIH NO. 210 BADUNG;16;Apotek Chain;DPS;DENPASAR;;;BADUNG;80361;01.061.227.3-051.000;KIMIA FARMA GROUP
965855;TK. WAHYU JAYA GROSIR;JL. RAYA PEMOGAN NO. 99X DENPASAR;42;Mini Market - Lokal;DPS;DENPASAR;;;DENPASAR;80221;;
1285200;MM. PESONA;JL RAYA REMBANG - BLORA RT 01 RW 01 TASIKAGUNG, REMBANG;42;Mini Market - Lokal;KDS;KUDUS;;;REMBANG;59212;46.427.157.6-507.000;
699613;AP. K-24 ARIEF RAHMAN HAKIM;JL ARIEF RAHMAN HAKIM LK II NO.36 RT.05 JAGABAYA III SUKABUMI;16;Apotek Chain;BDL;BANDAR LAMPUNG;;;BANDAR LAMPUNG;35142;03.032.795.1-323.000;K-24 GROUP
1043906;MM. PAMELLA / CV. AMARILIS TUNAS BAHAGIA;JL. KUSUMANEGARA NO.141 RT.027 RW.009 MUJA MUJU, UMBULHARJO, KOTA YOGYAKARTA DAERAH ISTIMEWA YOGYAKA;42;Mini Market - Lokal;YOG;YOGYAKARTA;;;YOGYAKARTA;55165;86.919.332.6-541.000;
889060;AP. K-24 PASAR GODEAN;JL. GODEAN KM 10 GENENG SIDOAGUNG GODEAN SLEMAN;16;Apotek Chain;YOG;YOGYAKARTA;;;GODEAN;55264;31.701.643.4-542.000;K-24 GROUP
898012;TK. CAHAYA MAS;JL. KUTU WATES MLATI SLEMAN;32;Toko Kelontong;YOG;YOGYAKARTA;;;MLATI;55284;;
1068378;AP. YASINTA FARMA;JL.  MAGELANG KM 7 GEMBULAN;14;Apotek;YOG;YOGYAKARTA;;;Loano;54181;92.875.905.9-531.000;
640272;AP. KIMIA FARMA 260;JL. D.I PANJAITAN NO.47, MIROTO, SEMARANG TENGAH, SEMARANG;16;Apotek Chain;SMG;SEMARANG;024-3511525;;SEMARANG;50134;01.061.227.3-051.000;KIMIA FARMA GROUP
319914;PT. SUMBER ALFARIA TRIJAYA;JL. INDUSTRI NO. 1 KITWK RANDUGARUT, SEMARANG;49;Mini Market - NKA;SMG;SEMARANG;;;SEMARANG;50153;01.336.238.9-054.000;PT. SUMBER ALFARIA
1230211;AP. ADYA FARMA;DUSUN CIMANGGUK RT 001 DUSUN 002 KEL.UJUNG GUNUNG ILIR KEC MENGGALA;14;Apotek;BDL;BANDAR LAMPUNG;;;TULANG BAWANG BARAT;34388;718609928323000;
96024;AP. SUKUN;JL. SUKUN RAYA 60, SRONDOL WETAN, BANYUMANIK, SEMARANG.;14;Apotek;SMG;SEMARANG;;;SEMARANG;50263;02.036.487.3-517.000;
1250192;AP. PRAMUKA;JL PRAMUKA DUSUN MARGO MULYO;14;Apotek;BDL;BANDAR LAMPUNG;;;LAMPUNG TIMUR;34396;913555280321000;
1373265;AP. K-24 GAJAH MADA;JL GAJAH MADA NO 48D KEL KOTA BARU KEC.TANJUNG KARANG TIMUR KOTA BANDAR LAMPUNG;16;Apotek Chain;BDL;BANDAR LAMPUNG;;;BANDAR LAMPUNG;35121;922909528323000;
1060599;AP. DAMIAN;JL. RAYA MERAPI DUSUN V QURNIA MATARAM SEPUTIH MATARAM;14;Apotek;BDL;BANDAR LAMPUNG;;;LAMPUNG TENGAH;34164;84.679.246.3-321.000;
1084206;AP. MULYA FARMA;PERUMNAS TIUH TOHOU BLOK D.24;14;Apotek;BDL;BANDAR LAMPUNG;;;TULANG BAWANG;34614;162257356326000;
955041;AP. DELTA SEHAT;PERUM PURI DELTA ASRI III RUKO B.6, CANGKIRAN, MIJEN, SEMARANG;14;Apotek;SMG;SEMARANG;;;SEMARANG;50216;66.812.341.7-517.000;
1050511;KDR-AP. YUWANA;RUKO I PERUM ROYAL PERMATA REGENCY JL. RAYA GORANG GARENG DS SAMBIREJO RT. 11 RW. 05 JIWAN KAB. MADI;14;Apotek;KDR;KEDIRI;;;MADIUN;63161;44.622.805.8-621.000;
1051814;AP. KARTINI;JL. KARTINI NO.42 D, REJOSARI, SEMARANG TIMUR, SEMARANG;14;Apotek;SMG;SEMARANG;;;SEMARANG;50125;90.843.889.8-503.000;
1382239;MM. SURYA MART;JL. SUPRAPTO SUKOWATI NO. 57 POLOREJO, BABADAN, PONOROGO;42;Mini Market - Lokal;KDR;KEDIRI;;;PONOROGO;63491;90.008.139.9-647.000;
907410;RS. EMC SENTUL;JL. MH THAMRIN KAV 57 CITARINGGUL BABAKAN MADANG;21;RS Swasta;BGR;BOGOR;;;BOGOR;16810;31.406.814.9-403.000;
994087;AP. DELI TAJUR;JL. RAYA TAJUR NO.67 RT.01 RW.03 TAJUR, KEC. BOGOR TIMUR, BOGOR;14;Apotek;BGR;BOGOR;;;BOGOR;16142;81.858.775.0-404.000;
765090;PT. A.S.P (RS.AZRA);JL. RAYA PAJAJARAN NO.219 BOGOR;21;RS Swasta;BGR;BOGOR;;;BOGOR;16153;01.796.186.3-404.000;
1073392;AP. HAYANI;JL. YOS SUDARSO RT.19 LOA KULU;14;Apotek;SMD;SAMARINDA;;;KUTAI KARTANEGARA;75571;86.266.828.2-728.000;
912955;AP. ASLI;JL. SULTAN AGUNG 93,PEKALONGAN;14;Apotek;TGL;TEGAL;;;PEKALONGAN;51126;01.107.920.9.502.000;
985391;AP. JAYA SEHAT MALANG;JL. PASAR BESAR NO.92 SUKOHARJO, KLOJEN - MALANG;14;Apotek;MLG;MALANG;;;MALANG;65118;75.777.135.7-623.000;
924558;PT. MEDIKALOKA GRAND BEKASI (RS. HERMINA);JL. FESTIVAL BOULEVARD BLOK J AI NO.1 LAMBANG SARI, TAMBUN SELATAN;21;RS Swasta;BKS;BEKASI;081314931132;;BEKASI;17510;21.026.393.5-431.000;
305610;AP. TUNGGAL;JL. LEMAHWUNGKUK 133  CIREBON;14;Apotek;CRB;CIREBON;;;CIREBON;45111;09.401.857.9-426.000;
1052340;AP. SALFIN;JL. AM SANGAJI KLAWUYUK;14;Apotek;SRG;SORONG;;;SORONG;98419;05.918.305.3-951.000;
1056605;AP. SHOFI FARMA;JL. PAHLAWAN XII KEL.KACANG PEDANG KEC.GERUNGGANG PANGKALPINANG;14;Apotek;PKP;PANGKAL PINANG;;;PANGKALPINANG;33125;14.856.011.3-304.000;
319555;PT.TIP TOP;JL.BALAI PUSTAKA TIMUR 35 RAWAMANGUN - PULO GADUNG JAKARTA TIMUR;41;Supermarket - LKA;JK3;JAKARTA-3;;;JAKARTA TIMUR;13220;01.308.936.2-007.000;TIP TOP GROUP
305603;AP. MITRA SEJATI;JL. RY. KLAYAN NO.8 RT.14/04;14;Apotek;CRB;CIREBON;;;CIREBON;45151;09.416.258.3-426.000;
995943;AP. SURYA PRIMA;JL RY SUMPIUH NO.242 C SUMPIUH SUMPIUH BMS;14;Apotek;PWK;PURWOKERTO;;;BANYUMAS;53195;88.339.625.1-439.000;
715649;RSIA. FADHILA;JORONG BARINGIN NAGARI BARINGIN KOTO BARANJAK NO.5;21;RS Swasta;PDG;PADANG;;;TANAH DATAR;27213;02.514.389.2-204.000;
1018384;AP. THIA FARMA;JL. KH. AHMAD DAHLAN NO.12 RT.001 RW.006 ALAI PARAK KOPI PADANG UTARA PADANG;14;Apotek;PDG;PADANG;;;PADANG;25139;08.095.730.1-201.000;
1073468;AP. NAF-SYA FARMA;JL. HANJAWAR - PACET KP. PASIR TINGKIK RT. 02 RW. 05 DESA SUKANAGALIH KECAMATAN PACET KABUPATEN CIAN;14;Apotek;SKI;SUKABUMI;;;CIANJUR;43253;47.762.928.1-404.000;
68573;PT. PERTAMINA BINA MEDIKA IHC;JL. KYAI MAJA NO.43 GUNUNG KEBAYORAN BARU;28;RS BUMN;JK2;JAKARTA-2;;;JAKARTA SELATAN;12120;01.061.167.1.051.000;RS. PERTAMINA GROUP
891276;BORMA TOSERBA - BOJONG SOANG;JL. DAYEUH KOLOT - BANJARAN NO. 275 KOMP. REUNGAS;41;Supermarket - LKA;BDG;BANDUNG;;;BANDUNG;40375;02.244.696.7-441.000;BORMA
392407;AP. MANDIRI 2/EVI MULIANTI;JL. K.H. WAHID HASYIM NO.122 PTK 2;14;Apotek;PTK;PONTIANAK;;;PONTIANAK;78115;07.068.141.6.701.000;
918161;TK. PRATIWI;JL. RAYA PURWAKARTA BOJONGKONENG NGAMPRAH;32;Toko Kelontong;BDG;BANDUNG;;;BANDUNG BARAT;40552;;
959032;AP. HUSADA II;JL. M.T. HARYONO SINTANG, SINTANG;14;Apotek;PTK;PONTIANAK;;;SINTANG;78614;04.149.039.2-706.000;
956213;AP. BINTANG GEJORA;JL. ANGGREK NO. 20 SUMEDANG;14;Apotek;BDG;BANDUNG;;;SUMEDANG;45322;02.497.047.7-446.000;
168935;PT. SANBE PRAKARSA HUSADA;JL. KEBONJATI 38-ANDIR,BANDUNG;21;RS Swasta;BDG;BANDUNG;;;BANDUNG;40182;01.767.652.9-441.000;
986722;AP. K-24 CIHANJUANG;JL. DAENG M. ARDIWINATA NO. 69 RT 2 RW 2 CIBABAT CIMAHI UTARA;16;Apotek Chain;BDG;BANDUNG;;;CIMAHI;40513;73.602.847.3-421.000;K-24 GROUP
1017453;AP. BERKAH SEHAT;JL. PERINDUSTRIAN BLOK B NO.76 RT.04/018,TUGU,CIMANGGIS,DEPOK;14;Apotek;DPK;DEPOK;;;DEPOK;16451;64.250.319.7-412.000;
1027376;AP. K-24 ASMAWI;JL. H. ASMAWI BEJI NO. 95 C RT. 003/015,BEJI,BEJI,DEPOK;16;Apotek Chain;DPK;DEPOK;;;DEPOK;16421;03.326.659.4-412.000;K-24 GROUP
197618;AP. SARI ASIH;JL. RE.MARTADINATA NO.44 SUDIROPRAJAN JEBRES;14;Apotek;SLO;SOLO;;;SURAKARTA (SOLO);57121;01.132.347.4-526.000;
199571;RS. PANTIWALUYO/YAKKUM;JL. JEND A YANI 1-2 LAWEYAN SOLO;21;RS Swasta;SLO;SOLO;;;SURAKARTA (SOLO);57143;01.139.894.8-526.001;
998984;AP K-24 KEBUN BUNGA;JL.KOL.H.BURLIAN NO.2735-0 RT 035 RW 010 KEL KARYA BARU ALANG ALANG LEBAR PALEMBANG;16;Apotek Chain;PLB;PALEMBANG;;;PALEMBANG;30151;81.731.698.7-307.000;K-24 GROUP
725952;AP SEHATI;JL.PALEMBANG JAMBI RT.24/007 SUNGAI LILIN MUSI BANYUASIN;14;Apotek;PLB;PALEMBANG;;;MUSI BANYUASIN;30755;35.915.041.4-314.000;
258881;CHARITAS HOSPITAL PALEMBANG;JL.JEN.SUDIRMAN 809 PALEMBANG;21;RS Swasta;PLB;PALEMBANG;;;PALEMBANG;30126;01.130.189.2-308.000;RS CHARISTAS GROUP
738969;AP. MULIA FARMA;JL. RAYA TOMOHON KEL. KAMASI LING.II TOMOHON - TENGAH;14;Apotek;MNO;MANADO;;;TOMOHON;95417;14.196.142.5.823.000;
1139203;AP. REGINA FARMA;JALAN BOULEVARD RAYA GRIYA PANIKI INDAH KELURAHAN PANIKI BAWAH KECAMATAN MAPANGET KOTA MANADO;14;Apotek;MNO;MANADO;;;MANADO;95256;77.994.824.9-823.000;
287803;AP. HARMONI;JL. JEND. SUDIRMAN BLOK C2 NO.610 BALIKPAPAN;14;Apotek;BPP;BALIKPAPAN;;;BALIKPAPAN;76114;07.160.508.3.721.000;
906286;AP. SS FARMA;JL. SOEKARNO HATTA KM. 3,5 NO.02 RT/RW 40 KELURAHAN BATU AMPAR KECAMATAN BALIKPAPAN UTARA 76125;14;Apotek;BPP;BALIKPAPAN;;;BALIKPAPAN;76125;67.921.978.2-036.000;
1053490;AP. K-24 KILO 10;JL. SOEKARNO HATTA KM.10 NO.93 RT.041;16;Apotek Chain;BPP;BALIKPAPAN;;;BALIKPAPAN;76136;86.862.387.7-721.000;K-24 GROUP
941457;AP. CEMARA;JL. KARANG TINGGAL 41B,BANDUNG;14;Apotek;BD2;BANDUNG-2;;;BANDUNG;40163;07.043.488.1-428.000;
1027520;RS. IBU DAN ANAK AL ISLAM;JL. AWIBITUNG NO. 29-31 CICADAS BANDUNG;21;RS Swasta;BD2;BANDUNG-2;;;BANDUNG;40291;01.827.400.1-423.000;
941637;RS. HERMINA ARCAMANIK;JL. A. H. NASUTION KM 7 NO. 50 ANTAPANI WETAN BANDUNG;21;RS Swasta;BD2;BANDUNG-2;;;BANDUNG;40291;02.789.562.2-429.000;RS HERMINA GROUP
1071414;RSU SILOAM PURWAKARTA;JL. BUNGURSARI NO 001 RT 017 RW 006 CIBENING BUNGURSARI PURWAKARTA;21;RS Swasta;BD2;BANDUNG-2;;;PURWAKARTA;41181;31.809.778.9-451.000;
1230232;AP. UTAMA FARMA;JL. IPIK GANDAMANAH NO. 17 KEL. CISEUREUH KEC. PURWAKARTA KAB. PURWAKARTA;14;Apotek;BD2;BANDUNG-2;;;PURWAKARTA;41118;85.854.709.4-409.000;
941877;AP. NENA FARMA;RUKO PERUM BUMI INTI PERSADA NO. 16 CIBENING PURWAKARTA;14;Apotek;BD2;BANDUNG-2;;;PURWAKARTA;41211;45.681.552.1-409.000;
940966;KLINIK UTAMA TAN MEDIKA;JL. GANDAPURA NO. 12 MERDEKA - SUMUR BANDUNG;72;Klinik;BD2;BANDUNG-2;;;BANDUNG;40113;02.779.276.1-423.000;
230302;AP. SS PIRAMIDA;JL. KAYANGAN NO.7-1 RUMBAI PEKANBARU;14;Apotek;PKB;PEKAN BARU;;;PEKANBARU;28262;06.424.255.5.211.000;
1027545;AP. RCTY;JL. HANG TUAH UJUNG NO. 151A RT.04 RW.25, SAIL, TENAYAN RAYA - PEKANBARU;14;Apotek;PKB;PEKAN BARU;;;PEKANBARU;28285;81.198.198.4-211.000;
990601;AP. PURNAMA;JL. UDAYANA DESA BALUK JEMBRANA;14;Apotek;DPS;DENPASAR;;;JEMBRANA;82218;80.914.422.3-908.000;
976475;AP. FAMILIA MEDIKA;JL. DRUPADI NO. 27 SUMERTA KLOD DENPASAR;14;Apotek;DPS;DENPASAR;;;DENPASAR;80239;74.195.121.4-903.000;
407363;MM. PANDE PUTRI II;JL. DANAU BUYAN NO. 34A SANUR, DENPASAR;42;Mini Market - Lokal;DPS;DENPASAR;;;DENPASAR;80000;25.098.614.8-903.000;
895439;AP. LESTARI ( BULELENG );JL. RAYA KUBUTAMBAHAN, KUBUTAMBAHAN, BULELENG;14;Apotek;DPS;DENPASAR;;;BULELENG;81172;45.948.864.9-902.000;
942830;AP. K-24 NANGKA UTARA;JL NANGKA UTARA NO.282, TONJA;16;Apotek Chain;DPS;DENPASAR;;;DENPASAR;80239;66.448.761.8-901.000;K-24 GROUP
1066317;TK. WISTA;JL. SRIKANDI NO. 9A SAMBANGAN, SINGARAJA;32;Toko Kelontong;DPS;DENPASAR;;;BULELENG;81161;;
949878;AP. ALTROS DAGO;JL. IR. H. JUANDA NO. 376 RT. 06/06 DAGO BANDUNG;14;Apotek;BD2;BANDUNG-2;;;BANDUNG;40135;09.356.721.2-423.000;
592674;TO. GALANG;JL. RAYA SESETAN NO. 387 DENPASAR;19;Toko Obat Berizin;DPS;DENPASAR;;;DENPASAR;80223;45.037.847.6-903.000;
1272171;PT. ASTINA INDO RAYA;JL. SERIRIT 98 GEROKGAK BULELENG;42;Mini Market - Lokal;DPS;DENPASAR;;;BULELENG;81112;91.643.348.5-902.000;
33764;PT. EKAMITA ARAHTEGAR_RS. MITRA KELUARGA KELAP;JL. BUKIT GADING RY KELAPA GADING;21;RS Swasta;JK1;JAKARTA-1;;;JAKARTA UTARA;14240;01.699.024.4-046.000;RS MITRA KELUARGA GROUP
934257;PERINTIS JAYA SWALAYAN;JL. KH. WAHID HASYIM NO.17 GUNUNG SEKAR SAMPANG;42;Mini Market - Lokal;SB2;SURABAYA-2;;;SAMPANG;69212;07.492.104.0-644.000;
144688;PERKUM.ADI HUSADA/R.S.A.H;JL. UNDAAN WETAN 40-44 SBY;21;RS Swasta;SB2;SURABAYA-2;0313545990;;SURABAYA;60272;01.232.651.8.631.000;
977959;RSIA. NASANAPURA;JL. JEND. H. M. SOEHARTO NO. 10, KEL. PETOBO, KEC. PALU SELATAN, PALU;21;RS Swasta;PLU;PALU;;;PALU;94232;02.218.899-9-831.000;
951211;AP. ASHILA;JL. KALIMANTAN NO.65 GKB GRESIK;14;Apotek;SB2;SURABAYA-2;;;GRESIK;61151;70.626.227.6-612.000;
931019;TK. KANA;JL. DUKUH SETRO V-A/2 SURABAYA;32;Toko Kelontong;SB2;SURABAYA-2;;;SURABAYA;60136;;
34989;AP. SARI SUCI;JL. LETJEN. SUPRAPTO NO. L.10 JKT KEMAYORAN;14;Apotek;JK1;JAKARTA-1;;;JAKARTA PUSAT;10640;06.957.241.0.024.000;
615454;AP. SYIFA;JL.TAMAN BHAKTI KM2,NGEMPLEK,PIYAMAN,WONOSARI;14;Apotek;YOG;YOGYAKARTA;;;Wonosari;55871;54.162.872.3-545.000;
